Dosya,Length,Chroma Stft Mean,Chroma Stft Var,RMS Mean,RMS Var,Spectral Centroid Mean,Spectral Centroid Var,Spectral Bandwidth Mean,Spectral Bandwidth Var,Rolloff Mean,Rolloff Var,Zero Crossing Rate Mean,Zero Crossing Rate Var,Tempo,Music Genre
07 . Fark Ettim - Semicenk.mp3,15.545759637188208,0.36310664,0.0971704,0.319019,0.011221643,2504.7792429555902,1100305.3203108346,2844.5742196737983,224615.27483221906,5889.652445778918,4344505.541909933,0.07767680153917911,0.003652308764768938,107.666015625,unknown
07 . Fark Ettim - Semicenk.mp3,15.545759637188208,0.47507405,0.09214343,0.3584631,0.011628971,2781.6136227437505,1498695.5055569126,3004.7456918036146,252134.62194026585,6418.099747842817,4876275.477766466,0.08086083255597015,0.005640956677262409,107.666015625,unknown
07 . Fark Ettim - Semicenk.mp3,15.545759637188208,0.42981613,0.09206721,0.3115392,0.014682799,3097.990315479905,1636126.3089637654,2979.7049648684074,156237.34776929318,6775.711615263526,3360507.0784682403,0.13670053055037312,0.016028341630382033,107.666015625,unknown
07 . Fark Ettim - Semicenk.mp3,15.545759637188208,0.4441232,0.091457084,0.32730404,0.014247875,2885.9195581075583,1332566.0962576976,2974.7350654648453,135098.06417807736,6624.223924323694,2889961.024567178,0.1124278509794776,0.011087365780887957,107.666015625,unknown
07 . Fark Ettim - Semicenk.mp3,15.545759637188208,0.3094636,0.09233189,0.1959713,0.03386924,1634.7935090588326,653924.3515005513,2044.198411216743,835233.8476378233,3703.9519808185632,5324656.383592883,0.05384065998134328,0.0008081702013328045,107.666015625,unknown
070 - Kibariye - Ne Faydası Var.mp3,28.471292517006802,0.21980228,0.08715475,0.10844581,0.00092266436,2066.5583912295037,136828.53563515827,2298.881613957913,37311.16330102956,4399.916072929401,593906.6458224378,0.08957871714547677,0.0008714485680789764,143.5546875,unknown
070 - Kibariye - Ne Faydası Var.mp3,28.471292517006802,0.23211923,0.09212939,0.11936107,0.0022573506,2289.8864226430023,416053.21043723956,2455.929605520408,78225.98596929466,4885.281842145477,1504914.6010043407,0.0987533905103912,0.003473225155987992,95.703125,unknown
070 - Kibariye - Ne Faydası Var.mp3,28.471292517006802,0.26011977,0.09679942,0.12367352,0.0033265387,2488.2338182483463,437002.88482166413,2583.552125410717,136774.88645733875,5324.641668417635,2164308.0253172596,0.10481611654441728,0.0028173734986228416,95.703125,unknown
070 - Kibariye - Ne Faydası Var.mp3,28.471292517006802,0.25374916,0.093591824,0.12360515,0.0029901406,2568.1742175776208,570194.0076640614,2575.7549151355797,133130.2478580454,5377.307636288967,2012676.8594616977,0.11748834810513448,0.004188758761587235,143.5546875,unknown
070 - Kibariye - Ne Faydası Var.mp3,28.471292517006802,0.23157537,0.09094916,0.11696672,0.0020646404,2120.0781994541076,201124.69133768338,2358.088448567544,74221.55436964662,4561.985454232885,1048287.277814302,0.09056204474837001,0.0009429405687493402,95.703125,unknown
070 - Kibariye - Ne Faydası Var.mp3,28.471292517006802,0.2061325,0.088147,0.13281001,0.0018490311,2162.078890311439,322665.2703437229,2361.31351019779,83432.26280537367,4547.349193918093,1236607.050227979,0.0967716133099022,0.002245443182256314,143.5546875,unknown
070 - Kibariye - Ne Faydası Var.mp3,28.471292517006802,0.2634386,0.09702552,0.12950546,0.003219106,2447.6529502401995,506543.65140101494,2574.8398876774495,132630.03910090416,5214.5976992283,2096359.4435909507,0.1048312385391198,0.0029653011326681127,143.5546875,unknown
070 - Kibariye - Ne Faydası Var.mp3,28.471292517006802,0.24408095,0.09240427,0.13036841,0.0032005152,2363.701840692311,426897.55781743553,2496.3918680892484,147432.07462827853,4982.892009856357,2057923.8969889772,0.10294178509576202,0.0019609668390506768,95.703125,unknown
070 - Kibariye - Ne Faydası Var.mp3,28.471292517006802,0.2433462,0.092694506,0.12028122,0.0023850654,2227.7515596268418,305539.95831667364,2421.586448865107,99035.88892296283,4729.591694204615,1460010.2774418513,0.09788626349837001,0.001687424830508482,95.703125,unknown
070 - Kibariye - Ne Faydası Var.mp3,28.471292517006802,0.18039078,0.08116399,0.05852871,0.0026241082,1996.311151973624,844767.5037708331,2145.753422160371,752717.0277076823,4310.2294921875,3823483.280841179,0.08543648443867155,0.0022356526028641994,95.703125,unknown
070 - Lvbel C5 - Aynen Öyle.mp3,15.324807256235827,0.26930016,0.09837212,0.07017305,0.008239369,1027.3724604050046,398001.4485108538,1096.7674876841197,367219.1895988631,1796.195401278409,2252407.2398546315,0.053999467329545456,0.0007922084206720356,129.19921875,unknown
070 - Lvbel C5 - Aynen Öyle.mp3,15.324807256235827,0.44756588,0.0933194,0.3001912,0.023374993,2459.8714424602445,1177940.695901944,2645.411241682789,248867.67837052303,5435.35566850142,4243590.997600493,0.09094978101325757,0.008123686313081817,129.19921875,unknown
070 - Lvbel C5 - Aynen Öyle.mp3,15.324807256235827,0.457258,0.09565582,0.31407538,0.023790149,2564.4573742842567,990247.4601536527,2686.858492650608,267627.7890923994,5710.23026899858,3873342.0413103364,0.0917621034564394,0.007219946620330774,129.19921875,unknown
070 - Lvbel C5 - Aynen Öyle.mp3,15.324807256235827,0.4292505,0.09232951,0.24348658,0.025152776,2644.7294884328435,1333506.4365728796,2573.9416338449937,361985.4937136773,5560.819202769886,4629117.803526861,0.11793841737689394,0.009505353571079104,129.19921875,unknown
070 - Lvbel C5 - Aynen Öyle.mp3,15.324807256235827,0.43509182,0.08713587,0.16471153,0.016198132,1765.9817962228913,737678.7749871409,1747.42802025055,391776.09491434897,3454.529363458807,3389839.586607127,0.08859567353219697,0.0034437638072380788,129.19921875,unknown
070 - Lvbel C5 - Aynen Öyle.mp3,15.324807256235827,0.44291195,0.090785466,0.285713,0.023937838,2478.1373916797074,990468.9828532669,2638.6633408073267,229271.51372590868,5510.70556640625,3840448.7117285077,0.09494776870265151,0.007148306132785983,129.19921875,unknown
070 - Lvbel C5 - Aynen Öyle.mp3,15.324807256235827,0.4311335,0.09451223,0.30912322,0.02365244,2656.9412558911445,891119.9901101897,2683.7971918032026,222968.78980883883,5850.293967507102,3302862.78703709,0.10326408617424243,0.007075419154486818,129.19921875,unknown
070 - Lvbel C5 - Aynen Öyle.mp3,15.324807256235827,0.4536578,0.09441087,0.31229082,0.024885213,2370.8696459115017,1121378.1436191557,2430.4410690746495,483304.3816442088,5163.368474786932,5092101.931083842,0.08697324810606061,0.005819727544723244,129.19921875,unknown
070 - Lvbel C5 - Aynen Öyle.mp3,15.324807256235827,0.45883393,0.09171303,0.28404677,0.02809383,2370.7217239393062,1708458.242300686,2435.733859215903,609328.0547354474,5070.743075284091,6226920.38552574,0.09080551609848485,0.008894981541033726,129.19921875,unknown
070 - Lvbel C5 - Aynen Öyle.mp3,15.324807256235827,0.38950035,0.10837457,0.13673978,0.030227002,2223.209215575042,2898142.133525025,1957.8829824644056,1204605.5615818733,4089.6446644176135,10242349.753533563,0.1131014737215909,0.015393363899107476,86.1328125,unknown
"070 . İmparator - Heijan, Muti.mp3",12.478367346938775,0.22349732,0.092029616,0.017785821,0.00051509164,1421.5231359394693,1003896.901636263,1452.7087239589425,310609.94693841663,2440.496395068541,3713160.470216089,0.0736941653113383,0.0030220268499551225,123.046875,unknown
"070 . İmparator - Heijan, Muti.mp3",12.478367346938775,0.41241184,0.091705464,0.089634605,0.004138735,2459.3831664979493,2029427.7944866247,2439.681714116844,496513.01133489376,5106.350968938777,6902843.669040378,0.09274620992100371,0.007055759574905004,123.046875,unknown
"070 . İmparator - Heijan, Muti.mp3",12.478367346938775,0.3620272,0.09785938,0.14223747,0.0058231424,2910.577903122823,1595852.916293356,2910.478829351184,361995.8004095131,6393.300064257086,5936626.077537883,0.12253590410083644,0.011133070700359151,123.046875,unknown
"070 . İmparator - Heijan, Muti.mp3",12.478367346938775,0.43536025,0.094359994,0.17653082,0.012135662,2673.5498923044556,1588296.9500405875,2719.952239231191,496341.2699971585,5783.366082060293,6419325.720497307,0.11037879007899629,0.011072726199679013,123.046875,unknown
"070 . İmparator - Heijan, Muti.mp3",12.478367346938775,0.46792036,0.09064668,0.16753872,0.012858363,2655.5656562738905,2034576.2693576014,2549.509541707079,599577.3883100161,5496.270048574001,7610761.182470701,0.12408152300185873,0.015710252096492162,123.046875,unknown
"070 . İmparator - Heijan, Muti.mp3",12.478367346938775,0.37623155,0.0976495,0.13619229,0.007813377,2893.865537003523,1521113.4887199379,2744.009543833504,376504.20043143124,6153.352940215497,5093422.87040123,0.12995360420539034,0.010638253259592258,123.046875,unknown
"070 . İmparator - Heijan, Muti.mp3",12.478367346938775,0.41376966,0.09756948,0.15751481,0.010701207,2663.1413184284825,1518854.179673643,2631.1641007842204,371353.0513131625,5596.6315854437735,5359672.166841983,0.12251049169377323,0.011396294534787105,123.046875,unknown
"070 . İmparator - Heijan, Muti.mp3",12.478367346938775,0.42546916,0.095355235,0.1792463,0.009019444,2359.9725060280703,1577190.0558969132,2468.2505497027773,626598.9375034792,5008.210794101417,7077280.681040112,0.09059704635223048,0.006557887157422736,123.046875,unknown
"070 . İmparator - Heijan, Muti.mp3",12.478367346938775,0.32327008,0.100114696,0.10393171,0.013339227,1918.2637753203805,955946.6503794099,1842.2316934597538,597255.6138599482,3564.505583468866,4891323.770275905,0.09686211227927509,0.0038225641504116043,123.046875,unknown
"070 . İmparator - Heijan, Muti.mp3",12.478367346938775,0.48601183,0.10020719,0.09251918,0.012703985,3025.0007781606646,2542823.4116041013,2457.9491645821854,468606.9641058394,5644.52094889928,7562880.649189103,0.2044854713638476,0.03386342233805657,123.046875,unknown
071 - İkiye On Kala - Kafamda Kentsel Dönüşümler.mp3,18.14081632653061,0.450967,0.09237688,0.12534525,0.0071406653,1830.8827556183917,1545459.1165785743,2212.751873549186,683807.7576053025,3958.5434545336475,7521085.854547847,0.06544904391783887,0.0027387104897547087,172.265625,unknown
071 - İkiye On Kala - Kafamda Kentsel Dönüşümler.mp3,18.14081632653061,0.3962615,0.09379149,0.14736104,0.003898401,1405.3699021087316,1171709.4330160962,1926.4260924977386,595182.5782115153,2917.666415241368,5657085.773663532,0.04149329144021739,0.002004854706679702,86.1328125,unknown
071 - İkiye On Kala - Kafamda Kentsel Dönüşümler.mp3,18.14081632653061,0.43737438,0.091439724,0.14294972,0.005598454,2082.9154340377418,1436422.5940475229,2361.958612581653,386013.33351771283,4410.134926720349,5225361.886145259,0.08219359414961637,0.007654464932350007,86.1328125,unknown
071 - İkiye On Kala - Kafamda Kentsel Dönüşümler.mp3,18.14081632653061,0.410678,0.08760418,0.15743844,0.005461074,2005.0463372421334,1446163.2529330163,2324.2484683173157,400220.89928067103,4217.767973994964,5546560.096899138,0.0775212046435422,0.006336164972670959,86.1328125,unknown
071 - İkiye On Kala - Kafamda Kentsel Dönüşümler.mp3,18.14081632653061,0.4248928,0.09508933,0.15347904,0.0053391773,1628.042482206311,1241301.2215345488,2093.495477836566,423760.30644017307,3332.3870958879475,5392453.4466329515,0.05507025755274936,0.00540113158755964,117.45383522727273,unknown
071 - İkiye On Kala - Kafamda Kentsel Dönüşümler.mp3,18.14081632653061,0.42517173,0.088354684,0.16369484,0.0047045904,2228.85796772693,1177209.040663723,2482.238102152129,214311.5490836463,4813.015099254715,4020609.327252425,0.08500402113970588,0.005726101121562431,86.1328125,unknown
071 - İkiye On Kala - Kafamda Kentsel Dönüşümler.mp3,18.14081632653061,0.4166644,0.08900077,0.08571539,0.0038653482,1768.2479747029017,1409103.7709677971,1864.5662500769579,577205.5935051474,3525.015641234415,4951049.088511037,0.08247270120684143,0.004837724499966291,86.1328125,unknown
071 - İkiye On Kala - Kafamda Kentsel Dönüşümler.mp3,18.14081632653061,0.42717573,0.087511964,0.1280618,0.0057072784,2019.2880690016773,1338649.9946271821,2126.7575988409517,549032.2479528526,4036.787184303069,5259650.581236441,0.09792599104859336,0.007119542604329225,86.1328125,unknown
071 - İkiye On Kala - Kafamda Kentsel Dönüşümler.mp3,18.14081632653061,0.43297648,0.08557189,0.15541469,0.0046476526,2224.882115382593,1117131.1252297654,2430.741147129445,305112.16698568844,4730.420671155691,4541152.281865793,0.0920922164721867,0.005485522137741459,172.265625,unknown
071 - İkiye On Kala - Kafamda Kentsel Dönüşümler.mp3,18.14081632653061,0.3839718,0.08622476,0.12463121,0.0075410786,2326.058488386137,517933.33754472865,2341.813407473666,286387.1568769292,4878.192966002637,2666859.9860842554,0.12364380195012788,0.0027777286697493395,172.265625,unknown
071 - Mahsun Kırmızıgül - Terkedildim.mp3,20.241678004535146,0.30751866,0.09013045,0.06437601,0.0012057967,2555.2162564848295,395580.8816669298,2071.067678369779,110878.14879468683,4578.2750680905965,1130328.3158622826,0.16724808719180045,0.0031574263196106496,135.99917763157896,unknown
071 - Mahsun Kırmızıgül - Terkedildim.mp3,20.241678004535146,0.25774747,0.08246602,0.06522548,0.00083006674,2094.445813863349,209849.62484453386,1835.5016283305683,92630.0451031198,3828.168900516055,804875.8585863685,0.1285377992402523,0.0009799871646076648,135.99917763157896,unknown
071 - Mahsun Kırmızıgül - Terkedildim.mp3,20.241678004535146,0.2594868,0.08895064,0.06945226,0.0011000185,2419.8135159078147,419634.6868537181,2057.955370754842,135715.48695223776,4401.169411195528,1429035.5394733602,0.14759700670154816,0.0029808537903337523,135.99917763157896,unknown
071 - Mahsun Kırmızıgül - Terkedildim.mp3,20.241678004535146,0.33199158,0.09019478,0.070227176,0.0004781726,2617.538024912233,416324.6633051274,2200.811669081501,75333.04942117039,4780.827933495198,1060248.6437755655,0.16087803271932338,0.004070555831863567,89.10290948275862,unknown
071 - Mahsun Kırmızıgül - Terkedildim.mp3,20.241678004535146,0.3140501,0.09033803,0.060050473,0.00057312346,2605.008462551979,442347.8382450941,2235.822630502041,74053.03290663552,4920.58385446531,1069269.9238224123,0.14474907271358944,0.0047225409327141515,129.19921875,unknown
071 - Mahsun Kırmızıgül - Terkedildim.mp3,20.241678004535146,0.273885,0.081638105,0.072416306,0.0008472913,2334.5495177564785,212767.33143060427,2020.9194024950893,66422.5372366622,4285.416097378512,686697.2284115246,0.1467497939363532,0.0012728895463081395,89.10290948275862,unknown
071 - Mahsun Kırmızıgül - Terkedildim.mp3,20.241678004535146,0.25030798,0.090510085,0.060548827,0.0008847914,2044.82704875644,254667.46081410832,1785.0004926564677,111905.0475291065,3698.623965202122,1022927.0051730651,0.1150428701978211,0.0011133578575457119,129.19921875,unknown
071 - Mahsun Kırmızıgül - Terkedildim.mp3,20.241678004535146,0.28015754,0.09020519,0.081348434,0.0006892756,2581.31911978248,278232.0555955956,2147.3823250009877,67583.57184077361,4669.6553641503015,821167.6474181397,0.16160933468319955,0.0024212321267942922,89.10290948275862,unknown
071 - Mahsun Kırmızıgül - Terkedildim.mp3,20.241678004535146,0.3501526,0.09145174,0.06761306,0.00056624535,2740.51274670976,574255.3408450304,2276.2061387122003,83218.12251203011,5033.0281668846765,1447669.8069772648,0.16276732278526376,0.005864958619428759,129.19921875,unknown
071 - Mahsun Kırmızıgül - Terkedildim.mp3,20.241678004535146,0.25760525,0.09285811,0.06307597,0.002080399,2345.3369782463556,915319.2795893098,1949.8272129294373,519983.5972840853,4315.690990762973,3084099.808353125,0.13591857350200687,0.004504338100925057,129.19921875,unknown
071 . Kor - Emir Can İğrek.mp3,17.91183673469388,0.30679515,0.09084362,0.11305043,0.0062905373,1703.469688547882,916584.5519154432,1968.5626930560002,492837.21902500984,3573.8841318713567,4125130.8407964576,0.062366544891515545,0.002191600815098175,92.28515625,unknown
071 . Kor - Emir Can İğrek.mp3,17.91183673469388,0.39075997,0.089838,0.16303103,0.004657355,1866.0605187039548,825817.0382479883,2258.672824173403,232513.8437242384,3864.526588558533,3431413.1719545196,0.06270935374838082,0.0028136397524838055,92.28515625,unknown
071 . Kor - Emir Can İğrek.mp3,17.91183673469388,0.39803985,0.086354926,0.20314248,0.0082503185,2097.630949702291,625863.6080157257,2418.8984689084527,167229.5849313089,4604.409679353546,2588960.1002639723,0.07387530865446891,0.0023865554836881974,92.28515625,unknown
071 . Kor - Emir Can İğrek.mp3,17.91183673469388,0.44416443,0.07238634,0.20575364,0.007785471,1719.2858589619248,235140.78248040733,2123.696427495066,114652.01333679537,3693.3766735650097,1345528.0776093535,0.06000293474740933,0.0006949679125503916,184.5703125,unknown
071 . Kor - Emir Can İğrek.mp3,17.91183673469388,0.37049842,0.08747284,0.1375049,0.0020176969,1673.6019920848598,844982.2871345712,2065.9661905999474,295352.26525996707,3446.4839955068005,3584776.894775862,0.05696888661755181,0.003275293787151904,184.5703125,unknown
071 . Kor - Emir Can İğrek.mp3,17.91183673469388,0.3692237,0.087701045,0.18830518,0.008204601,2118.9798644241623,941645.6610633164,2399.5794918633296,166995.91620715664,4465.252748795741,3248616.7407126506,0.07927802683775907,0.004435297791108293,92.28515625,unknown
071 . Kor - Emir Can İğrek.mp3,17.91183673469388,0.4118044,0.07992035,0.20881309,0.007630719,1815.4937404877226,463646.22785734583,2178.4342943296238,186388.08873324122,3902.0841766515546,2202690.194051132,0.0635998977898316,0.0016395569294903108,92.28515625,unknown
071 . Kor - Emir Can İğrek.mp3,17.91183673469388,0.32709914,0.09101048,0.14451213,0.0074214204,1961.470942035763,991103.7367403171,2200.916894128123,195332.51420647107,3893.6047806023316,3108746.5404799622,0.07929763398639897,0.0060283586516079865,184.5703125,unknown
071 . Kor - Emir Can İğrek.mp3,17.91183673469388,0.29193363,0.09696556,0.11575688,0.0076798424,1992.1691471125641,1289917.4961588152,2279.558440315861,214300.52202329997,3926.8808315454985,4490405.0308611365,0.07608016414345854,0.005834255121391685,92.28515625,unknown
071 . Kor - Emir Can İğrek.mp3,17.91183673469388,0.36411104,0.0906188,0.18628988,0.011932457,2043.980304900456,689475.9130352406,2377.619540771846,238986.7289382501,4419.662048656088,3139267.1412039036,0.07288356642648963,0.002452791220002688,92.28515625,unknown
072 - Ece Mumay - Peri.mp3,17.025396825396825,0.28811023,0.082739115,0.12699023,0.0033325271,2124.6378321344355,762684.3280826244,2182.892224658687,304284.27108075726,4249.111181773672,3612273.7877708473,0.11768442928303814,0.005029948196149577,92.28515625,unknown
072 - Ece Mumay - Peri.mp3,17.025396825396825,0.3452432,0.090795755,0.19175619,0.006102367,2616.456350847587,1603077.0196191426,2649.99676850604,237036.31549270553,5278.143061084384,4752663.7250536615,0.11439285486205722,0.011597820087397856,123.046875,unknown
072 - Ece Mumay - Peri.mp3,17.025396825396825,0.3636034,0.08339894,0.23420937,0.0041299034,2538.577912528198,616648.7503686007,2737.970744430042,131538.13420260363,5512.27997408251,2700913.2252750425,0.0954463449420981,0.0027790599064782748,92.28515625,unknown
072 - Ece Mumay - Peri.mp3,17.025396825396825,0.36916623,0.084134966,0.15964444,0.005768349,2204.9870980814976,346173.3149893825,2482.456810806892,162263.4081673443,4895.004596762176,2218710.4371671937,0.08975860013623978,0.001313350401546427,92.28515625,unknown
072 - Ece Mumay - Peri.mp3,17.025396825396825,0.37738973,0.09030405,0.21056297,0.0049813706,2385.210420236685,1268908.6478834955,2563.776924352111,181333.21036887186,4898.657026992507,3324734.2196877957,0.09878781186137602,0.00994261182841707,123.046875,unknown
072 - Ece Mumay - Peri.mp3,17.025396825396825,0.3714013,0.08308305,0.23207134,0.0042025745,2591.285534547701,681453.0353628073,2749.37978008181,136094.75117671533,5588.73164621296,2720514.0105771213,0.0992454923790872,0.0032660517310286177,92.28515625,unknown
072 - Ece Mumay - Peri.mp3,17.025396825396825,0.35239977,0.08514874,0.14259873,0.004674671,2422.8299042529743,341199.241598928,2575.374442212623,132759.98012652202,5255.773759472922,1913072.2812682684,0.10548538083276567,0.0014398800087564202,92.28515625,unknown
072 - Ece Mumay - Peri.mp3,17.025396825396825,0.3623622,0.082960814,0.20951337,0.005459922,2402.2505995436672,500317.1164279268,2606.07736687358,156805.91732626723,5207.514741570163,2557742.724286884,0.09823633344686648,0.002226790567995713,92.28515625,unknown
072 - Ece Mumay - Peri.mp3,17.025396825396825,0.36311117,0.082132645,0.23530625,0.003985549,2629.956264009555,732032.3557987144,2760.9748881463215,143744.30567207758,5637.82676260218,2808139.012017153,0.10250313990122616,0.0038113711079225737,92.28515625,unknown
072 - Ece Mumay - Peri.mp3,17.025396825396825,0.37954333,0.08510907,0.22224054,0.0067357537,2532.448859934299,1160495.2105459957,2570.1882821091326,285722.7472738874,5213.690135654377,3922156.6848666947,0.11353603435797002,0.011481488807073458,92.28515625,unknown
072 - Mine Koşan - Sen Ne Dersen De.mp3,18.00249433106576,0.26031658,0.08974762,0.16316468,0.0036125463,1823.8640155053029,228393.40264232314,1877.1224143474126,138077.66737959033,3387.136777897471,768417.5239698249,0.0964978404880799,0.001568733837753645,151.99908088235293,unknown
072 - Mine Koşan - Sen Ne Dersen De.mp3,18.00249433106576,0.2574908,0.08773422,0.16338353,0.0026992534,1720.3432698503511,107246.82749007542,1846.202194139121,61095.95837848267,3189.78608121577,364316.79148591525,0.08994128040431701,0.0008715446585074077,151.99908088235293,unknown
072 - Mine Koşan - Sen Ne Dersen De.mp3,18.00249433106576,0.2772981,0.09395072,0.16194142,0.0030107468,2142.5901259629954,165296.91078281275,1991.5492288954263,65757.03930393234,3806.146271695796,587157.2048048066,0.12622007389658504,0.0013446949187969856,99.38401442307692,unknown
072 - Mine Koşan - Sen Ne Dersen De.mp3,18.00249433106576,0.28351045,0.09227637,0.14837722,0.0024968716,1980.2244123493774,161350.53445527688,1987.4881476061078,68951.82345851847,3604.6054800761117,637430.8921463474,0.11131050660438144,0.001237558639446092,99.38401442307692,unknown
072 - Mine Koşan - Sen Ne Dersen De.mp3,18.00249433106576,0.318367,0.09028069,0.14247769,0.003535232,1915.6565463716422,168777.92880340986,2024.8326624346562,93585.61517720332,3725.4800068963436,804498.4112663557,0.09595229945231959,0.0009879229970585972,99.38401442307692,unknown
072 - Mine Koşan - Sen Ne Dersen De.mp3,18.00249433106576,0.22434801,0.08861396,0.1625606,0.004525265,1866.9815240642463,89773.83344394433,1913.7466152934153,58113.56599702938,3465.76349317413,358403.15014650894,0.10210111952319588,0.00100894556604013,99.38401442307692,unknown
072 - Mine Koşan - Sen Ne Dersen De.mp3,18.00249433106576,0.27176487,0.09075462,0.18601595,0.003461512,2031.6938322053936,189930.67485777434,1909.4102759044042,71559.38177944922,3652.38921175298,609109.7892576933,0.11627952339722938,0.0014825431616751772,99.38401442307692,unknown
072 - Mine Koşan - Sen Ne Dersen De.mp3,18.00249433106576,0.28302076,0.097792804,0.16455197,0.003637255,2263.7913537894165,254316.69926033905,2052.2800992056264,111587.51946123628,4094.638470521907,1197907.668283695,0.13221850837628865,0.0012921775827905504,99.38401442307692,unknown
072 - Mine Koşan - Sen Ne Dersen De.mp3,18.00249433106576,0.30269492,0.0911394,0.14502127,0.0021617906,1962.907290969398,169931.5993763838,1981.76768635426,71840.72835432045,3625.5975782256764,627937.2857584647,0.10785730106314433,0.0011241739887602842,99.38401442307692,unknown
072 - Mine Koşan - Sen Ne Dersen De.mp3,18.00249433106576,0.33186024,0.09621898,0.08570658,0.00231506,1653.895669542868,262169.43898091256,1957.872125430428,112593.97131585276,3317.001248389175,1124311.0438667573,0.07156340608891752,0.0014446743465354255,99.38401442307692,unknown
072 . Sakladığın Bir Şeyler Var - Dedublüman.mp3,19.685850340136053,0.24443868,0.084961906,0.1167788,0.0018195508,2020.408623732124,198097.1625830716,2186.432594519576,232365.4671054378,4016.094740381781,1504497.823759439,0.09958403965212265,0.0005003972202486396,99.38401442307692,unknown
072 . Sakladığın Bir Şeyler Var - Dedublüman.mp3,19.685850340136053,0.2803558,0.086044066,0.14439254,0.0008420784,2131.115891088503,278776.42759071337,2556.861366758358,126628.25615132115,4767.052502902049,1830824.8635179473,0.07509742592865566,0.001490207190730471,99.38401442307692,unknown
072 . Sakladığın Bir Şeyler Var - Dedublüman.mp3,19.685850340136053,0.319752,0.08341677,0.1440396,0.003130597,2137.844537470685,388148.1921638022,2444.6620466187164,141175.07914242768,4781.10748866819,1874987.904533141,0.09461658405807782,0.0019714191218459464,99.38401442307692,unknown
072 . Sakladığın Bir Şeyler Var - Dedublüman.mp3,19.685850340136053,0.3054965,0.07927032,0.20470278,0.0008329385,2485.279256127414,184341.53620736318,2628.725573633612,41026.43560269978,5484.707440070386,819664.7623634298,0.11432690890330188,0.0011025968078363405,135.99917763157896,unknown
072 . Sakladığın Bir Şeyler Var - Dedublüman.mp3,19.685850340136053,0.33919787,0.080092594,0.20990984,0.0017991314,2153.838633505189,132080.75405010028,2511.459188613638,46741.32405066083,4806.47502395342,763293.9898405964,0.08832593234080188,0.00082404434086802,99.38401442307692,unknown
072 . Sakladığın Bir Şeyler Var - Dedublüman.mp3,19.685850340136053,0.32178727,0.0889177,0.15796474,0.002526967,2195.753618320516,559121.4564656685,2610.8221758333334,132137.40522356078,5055.211452268205,2309869.6258823797,0.08099077332694575,0.003947012399311017,99.38401442307692,unknown
072 . Sakladığın Bir Şeyler Var - Dedublüman.mp3,19.685850340136053,0.37117335,0.08087966,0.2024089,0.0020665291,2248.411505753264,431236.5025339507,2569.978188121418,106053.10643361516,5099.306272110849,1789239.1993174907,0.09273485867482312,0.0023787656219410236,99.38401442307692,unknown
072 . Sakladığın Bir Şeyler Var - Dedublüman.mp3,19.685850340136053,0.34919667,0.078961104,0.23607673,0.0013636084,2301.4751441776903,109688.99379819444,2614.7073044303243,29347.387693556102,5245.531449227963,587584.1162340683,0.09723764095666274,0.0005568180822735157,99.38401442307692,unknown
072 . Sakladığın Bir Şeyler Var - Dedublüman.mp3,19.685850340136053,0.32533893,0.07843234,0.23573989,0.0015244037,2291.3235688830155,75735.3057776608,2586.614946401115,21879.93040587551,5166.089673312205,437428.2404155351,0.09809270894752359,0.00048616147494350047,99.38401442307692,unknown
072 . Sakladığın Bir Şeyler Var - Dedublüman.mp3,19.685850340136053,0.3457488,0.090459764,0.17403792,0.010851542,2446.942604840197,925664.5853864031,2552.9805421334,174242.45003154175,5275.990266619988,2910678.70363369,0.11273596421727594,0.01004395941580719,99.38401442307692,unknown
073 - Ali Tekintüre - İçiyorsam Sebebi Var.mp3,36.489659863945576,0.34992734,0.08374519,0.10958629,0.0025255955,2534.522930452319,512527.14794753783,2560.3084949425956,167843.98879724304,5490.959947891818,2090276.658455108,0.11731888865696564,0.0015846513879027553,135.99917763157896,unknown
073 - Ali Tekintüre - İçiyorsam Sebebi Var.mp3,36.489659863945576,0.34847876,0.08594483,0.13747837,0.003976282,2254.3289963347925,526634.1815363128,2338.8814641874487,145252.9236627647,4754.851782412929,1987066.4928950414,0.11109423455391221,0.003947200409215205,135.99917763157896,unknown
073 - Ali Tekintüre - İçiyorsam Sebebi Var.mp3,36.489659863945576,0.3343021,0.09183883,0.15108505,0.01081406,2206.3810097742853,649038.0456952171,2398.6202249591583,129384.4535466905,4817.047398690959,2193193.911561053,0.0905867326653944,0.004674052807610005,129.19921875,unknown
073 - Ali Tekintüre - İçiyorsam Sebebi Var.mp3,36.489659863945576,0.30381262,0.088565685,0.19581874,0.0073188837,2353.119019609307,654427.3306249831,2239.5845693228985,136098.69017374393,4308.784356736045,2031278.6646466358,0.12646826047630408,0.005769927223072705,135.99917763157896,unknown
073 - Ali Tekintüre - İçiyorsam Sebebi Var.mp3,36.489659863945576,0.30084231,0.089438185,0.21647324,0.0069316835,2356.636209374027,459376.43644829665,2260.75042755207,179581.44562211036,4320.838567136808,2291283.6708183135,0.12880623310273537,0.003150909008151247,129.19921875,unknown
073 - Ali Tekintüre - İçiyorsam Sebebi Var.mp3,36.489659863945576,0.3078558,0.08661074,0.14337672,0.002622293,2125.578810775471,235188.3696247734,2231.905396561585,128947.59423019468,4458.729145545086,1398566.945393009,0.1037998345062023,0.0009616143852278383,89.10290948275862,unknown
